Crew_ID,task_ID,task_Name,Floor_No,Gate_number,Shift_No
C-001,T-001,Aircraft Marshalling,1,0,1
C-002,T-001,Aircraft Marshalling,1,0,1
C-003,T-001,Aircraft Marshalling,1,0,1
C-004,T-001,Aircraft Marshalling,1,0,1
C-005,T-001,Aircraft Marshalling,1,0,1
C-006,T-001,Aircraft Marshalling,1,0,1
C-007,T-001,Aircraft Marshalling,1,0,1
C-008,T-001,Aircraft Marshalling,1,0,1
C-009,T-001,Aircraft Marshalling,1,0,1
C-010,T-001,Aircraft Marshalling,1,0,1
C-011,T-001,Aircraft Marshalling,1,0,1
C-012,T-001,Aircraft Marshalling,1,0,1
C-013,T-001,Aircraft Marshalling,1,0,1
C-014,T-002,Passenger Assistance,1,0,1
C-015,T-002,Passenger Assistance,1,0,1
C-016,T-002,Passenger Assistance,1,0,1
C-017,T-002,Passenger Assistance,1,0,1
C-018,T-002,Passenger Assistance,1,0,1
C-019,T-002,Passenger Assistance,1,0,1
C-020,T-002,Passenger Assistance,1,0,1
C-021,T-002,Passenger Assistance,1,0,1
C-022,T-002,Passenger Assistance,1,0,1
C-023,T-002,Passenger Assistance,1,0,1
C-024,T-002,Passenger Assistance,1,0,1
C-025,T-002,Passenger Assistance,1,0,1
C-026,T-002,Passenger Assistance,1,0,1
C-027,T-002,Passenger Assistance,1,0,1
C-028,T-003,Loading and Unloading Baggage,1,0,1
C-029,T-003,Loading and Unloading Baggage,1,0,1
C-030,T-003,Loading and Unloading Baggage,1,0,1
C-031,T-003,Loading and Unloading Baggage,1,0,1
C-032,T-003,Loading and Unloading Baggage,1,0,1
C-033,T-003,Loading and Unloading Baggage,1,0,1
C-034,T-003,Loading and Unloading Baggage,1,0,1
C-035,T-003,Loading and Unloading Baggage,1,0,1
C-036,T-003,Loading and Unloading Baggage,1,0,1
C-037,T-003,Loading and Unloading Baggage,1,0,1
C-038,T-004,Baggage Sorting,1,0,1
C-039,T-004,Baggage Sorting,1,0,1
C-040,T-004,Baggage Sorting,1,0,1
C-041,T-004,Baggage Sorting,1,0,1
C-042,T-004,Baggage Sorting,1,0,1
C-043,T-004,Baggage Sorting,1,0,1
C-044,T-004,Baggage Sorting,1,0,1
C-045,T-004,Baggage Sorting,1,0,1
C-046,T-004,Baggage Sorting,1,0,1
C-047,T-004,Baggage Sorting,1,0,1
C-048,T-004,Baggage Sorting,1,0,1
C-049,T-004,Baggage Sorting,1,0,1
C-050,T-004,Baggage Sorting,1,0,1
C-051,T-004,Baggage Sorting,1,0,1
C-052,T-005,Cargo Management,1,0,1
C-053,T-005,Cargo Management,1,0,1
C-054,T-005,Cargo Management,1,0,1
C-055,T-005,Cargo Management,1,0,1
C-056,T-005,Cargo Management,1,0,1
C-057,T-005,Cargo Management,1,0,1
C-058,T-005,Cargo Management,1,0,1
C-059,T-005,Cargo Management,1,0,1
C-060,T-005,Cargo Management,1,0,1
C-061,T-005,Cargo Management,1,0,1
C-062,T-005,Cargo Management,1,0,1
C-063,T-006,Refueling,1,0,1
C-064,T-006,Refueling,1,0,1
C-065,T-006,Refueling,1,0,1
C-066,T-006,Refueling,1,0,1
C-067,T-006,Refueling,1,0,1
C-068,T-006,Refueling,1,0,1
C-069,T-006,Refueling,1,0,1
C-070,T-006,Refueling,1,0,1
C-071,T-006,Refueling,1,0,1
C-072,T-006,Refueling,1,0,1
C-073,T-007,Cleaning,1,0,1
C-074,T-007,Cleaning,1,0,1
C-075,T-007,Cleaning,1,0,1
C-076,T-007,Cleaning,1,0,1
C-077,T-007,Cleaning,1,0,1
C-078,T-007,Cleaning,1,0,1
C-079,T-007,Cleaning,1,0,1
C-080,T-007,Cleaning,1,0,1
