crew_id,date,task_completion_rate,quality_score,feedback_text
C-001,2024-02-24,83.2742668618487,73,Shows strong initiative in problem-solving
C-001,2023-04-15,94.9175673719108,81,Could improve communication with team members
C-001,2023-05-10,81.54066137840152,81,Demonstrates excellent leadership qualities
C-001,2023-05-20,76.8070059106542,83,Required more training on equipment operation
C-001,2023-02-20,90.77348336054374,88,Demonstrates excellent leadership qualities
C-002,2023-03-10,92.39034673523733,94,Demonstrates excellent leadership qualities
C-002,2023-10-20,97.20242901664908,70,Required more training on equipment operation
C-002,2023-03-10,78.00825103681791,94,Consistently follows safety procedures
C-002,2023-02-16,86.13067426372046,75,Needs additional support with technical tasks
C-002,2023-05-20,97.10832986530568,91,Shows strong initiative in problem-solving
C-002,2023-04-15,84.95722041053129,92,Consistently follows safety procedures
C-003,2023-03-11,76.81292888282927,87,Demonstrates excellent leadership qualities
C-003,2023-11-29,91.07476967332947,98,Consistently follows safety procedures
C-003,2023-11-06,78.76475632405611,100,Could improve communication with team members
C-004,2023-10-07,83.85285922386616,99,Could improve communication with team members
C-004,2024-03-06,97.9976635507846,79,Needs additional support with technical tasks
C-004,2023-05-28,91.35438194543885,80,Demonstrates excellent leadership qualities
C-005,2024-01-13,83.87954133768235,70,Consistently follows safety procedures
C-005,2024-01-27,98.42033172771275,99,Demonstrates excellent leadership qualities
C-005,2024-02-11,91.20789909714992,82,Shows strong initiative in problem-solving
C-005,2024-01-22,84.4931871002683,77,Shows strong initiative in problem-solving
C-005,2023-10-06,95.20558146241223,88,Required more training on equipment operation
C-006,2023-07-23,89.58728746186665,96,Consistently follows safety procedures
C-006,2023-06-23,81.8251803328977,84,Demonstrates excellent leadership qualities
C-006,2023-01-06,75.83199462999185,73,Shows strong initiative in problem-solving
C-006,2023-04-24,75.71193705364757,89,Needs additional support with technical tasks
C-006,2023-03-09,90.84228574843266,97,Consistently follows safety procedures
C-006,2023-11-06,89.03324197751351,86,Shows strong initiative in problem-solving
C-006,2023-01-05,77.02681941043278,78,Demonstrates excellent leadership qualities
C-006,2023-06-04,82.37839114143198,71,Could improve communication with team members
C-007,2023-06-20,92.94578502615134,71,Could improve communication with team members
C-007,2023-09-17,81.50891811446431,93,Needs additional support with technical tasks
C-007,2023-05-25,79.4518035874811,98,Consistently follows safety procedures
C-007,2023-11-25,90.66559128418727,90,Could improve communication with team members
C-007,2023-09-19,94.57954232072255,85,Demonstrates excellent leadership qualities
C-007,2023-07-22,82.5243860735599,96,Could improve communication with team members
C-007,2023-05-22,75.5400777960458,93,Shows strong initiative in problem-solving
C-007,2023-06-07,98.12797439608337,77,Demonstrates excellent leadership qualities
C-007,2024-03-16,96.20266690321725,96,Shows strong initiative in problem-solving
C-008,2023-05-05,89.43473450558865,92,Required more training on equipment operation
C-008,2023-10-18,90.38259659240286,97,Required more training on equipment operation
C-008,2023-07-11,91.2893970311203,96,Demonstrates excellent leadership qualities
C-008,2023-09-01,76.06093517504347,92,Consistently follows safety procedures
C-009,2024-03-07,98.50734774400686,87,Demonstrates excellent leadership qualities
C-009,2024-02-18,97.65364376802454,75,Needs additional support with technical tasks
C-009,2023-01-02,79.5890145784119,70,Consistently follows safety procedures
C-009,2023-06-19,96.91323687202522,93,Needs additional support with technical tasks
C-009,2023-12-21,94.38337390815636,90,Consistently follows safety procedures
C-009,2024-02-08,95.01099825106255,87,Could improve communication with team members
C-009,2024-01-27,87.88127706649205,77,Shows strong initiative in problem-solving
C-009,2023-09-20,87.35988573238552,99,Shows strong initiative in problem-solving
C-009,2023-03-24,93.34408785743535,91,Needs additional support with technical tasks
C-010,2023-05-20,80.20373961492558,93,Required more training on equipment operation
C-010,2024-01-05,99.53315444065463,74,Required more training on equipment operation
C-010,2023-11-04,94.53744910341777,85,Shows strong initiative in problem-solving
C-010,2023-03-20,98.18950626293105,88,Could improve communication with team members
C-010,2023-09-11,86.15053290144684,82,Could improve communication with team members
C-010,2023-09-22,77.17603526981299,81,Needs additional support with technical tasks
C-010,2024-03-18,79.42141829563482,78,Could improve communication with team members
C-010,2023-05-18,79.82265476775116,76,Consistently follows safety procedures
C-010,2024-01-10,96.31170241208152,73,Required more training on equipment operation
C-010,2024-03-22,75.74540995734931,76,Consistently follows safety procedures
C-011,2023-06-12,92.3714405463079,85,Consistently follows safety procedures
C-011,2023-06-11,83.26467880439168,72,Needs additional support with technical tasks
C-011,2024-01-14,84.9204675228353,81,Shows strong initiative in problem-solving
C-011,2023-09-17,96.57780942176434,97,Shows strong initiative in problem-solving
C-012,2023-02-28,75.00422791748807,84,Required more training on equipment operation
C-012,2023-03-22,81.86201051519346,93,Shows strong initiative in problem-solving
C-012,2023-03-13,89.47413123756336,97,Needs additional support with technical tasks
C-012,2024-01-17,91.88894886200208,74,Could improve communication with team members
C-012,2024-01-28,79.11782730143265,84,Needs additional support with technical tasks
C-012,2024-02-10,80.4111082293564,72,Consistently follows safety procedures
C-012,2023-11-06,75.19170183409656,88,Required more training on equipment operation
C-012,2023-09-07,97.48558278061897,99,Consistently follows safety procedures
C-012,2023-01-30,87.97221014315303,98,Required more training on equipment operation
C-012,2023-01-15,83.86329961992007,83,Consistently follows safety procedures
C-013,2023-09-13,93.3447370363831,99,Consistently follows safety procedures
C-013,2023-09-04,95.88800292687415,79,Required more training on equipment operation
C-013,2023-06-28,92.15642169723495,80,Demonstrates excellent leadership qualities
C-013,2023-11-21,81.54047996190135,74,Demonstrates excellent leadership qualities
C-013,2023-10-18,99.65622668621182,91,Needs additional support with technical tasks
C-013,2023-08-30,90.3072989510577,72,Consistently follows safety procedures
C-014,2023-02-17,80.33758704547269,99,Shows strong initiative in problem-solving
C-014,2023-03-17,78.7657721048476,73,Could improve communication with team members
C-014,2023-09-21,85.41481867308,98,Needs additional support with technical tasks
C-014,2024-02-17,96.71676497148738,84,Consistently follows safety procedures
C-014,2023-01-16,97.18722140086393,85,Consistently follows safety procedures
C-014,2024-01-09,85.18902657170493,93,Demonstrates excellent leadership qualities
C-015,2023-09-16,82.21624213695536,74,Consistently follows safety procedures
C-015,2023-11-23,81.97418451863433,85,Required more training on equipment operation
C-015,2023-01-11,81.49665480931928,93,Shows strong initiative in problem-solving
C-015,2023-05-30,89.53224520770767,96,Shows strong initiative in problem-solving
C-015,2023-09-04,86.57337985049183,94,Required more training on equipment operation
C-015,2023-05-02,84.16003387172958,80,Required more training on equipment operation
C-015,2023-02-23,78.85947204302404,78,Demonstrates excellent leadership qualities
C-016,2024-03-06,93.546739309424,93,Consistently follows safety procedures
C-016,2024-03-18,95.09697979524861,90,Required more training on equipment operation
C-016,2023-08-19,85.22267630307326,99,Needs additional support with technical tasks
C-016,2023-05-01,89.00828097868481,81,Demonstrates excellent leadership qualities
C-017,2024-01-01,90.23492692520585,75,Consistently follows safety procedures
C-017,2023-05-18,85.31877682747842,77,Needs additional support with technical tasks
C-017,2023-12-03,94.37520803429886,87,Demonstrates excellent leadership qualities
C-017,2023-08-01,99.5269820158224,93,Shows strong initiative in problem-solving
C-018,2023-02-09,96.19227969152418,86,Could improve communication with team members
C-018,2023-08-21,94.52033753470744,81,Consistently follows safety procedures
C-018,2023-06-09,85.30287158089308,78,Demonstrates excellent leadership qualities
C-018,2023-10-25,78.61008853974012,87,Required more training on equipment operation
C-019,2023-10-09,83.3010357455528,97,Consistently follows safety procedures
C-019,2024-02-02,97.66865186295439,97,Demonstrates excellent leadership qualities
C-019,2024-01-23,94.85701849289559,82,Needs additional support with technical tasks
C-019,2023-12-07,90.68330414939288,99,Demonstrates excellent leadership qualities
C-019,2023-03-29,96.76078913315563,88,Could improve communication with team members
C-019,2023-09-10,87.98944826211026,88,Consistently follows safety procedures
C-020,2023-02-22,99.02328591058065,95,Demonstrates excellent leadership qualities
C-020,2023-08-29,97.67349318797801,82,Needs additional support with technical tasks
C-020,2023-12-03,87.58258444941714,92,Required more training on equipment operation
C-020,2023-10-03,85.22593399292418,71,Demonstrates excellent leadership qualities
C-021,2023-09-03,88.16004914253946,86,Required more training on equipment operation
C-021,2023-09-04,94.37837220131999,72,Consistently follows safety procedures
C-021,2023-08-14,91.04880809867902,87,Required more training on equipment operation
C-021,2023-10-27,90.3141372790299,75,Consistently follows safety procedures
C-021,2023-12-04,84.42329355836203,85,Required more training on equipment operation
C-021,2024-02-10,95.48348343629316,92,Required more training on equipment operation
C-021,2023-08-27,80.97466001892124,72,Needs additional support with technical tasks
C-022,2023-02-12,97.65379460332909,83,Needs additional support with technical tasks
C-022,2024-01-21,83.11971317748434,75,Shows strong initiative in problem-solving
C-022,2023-08-24,98.46459298882841,87,Consistently follows safety procedures
C-022,2023-10-12,82.02420918008742,74,Shows strong initiative in problem-solving
C-022,2023-05-31,91.0982824552612,97,Shows strong initiative in problem-solving
C-022,2023-12-17,96.31190503331837,83,Shows strong initiative in problem-solving
C-022,2024-01-12,97.63965132245373,91,Consistently follows safety procedures
C-022,2024-03-07,88.60051585164412,99,Consistently follows safety procedures
C-022,2023-09-14,75.78189193501743,93,Needs additional support with technical tasks
C-022,2024-03-02,89.7590690557097,81,Could improve communication with team members
C-023,2023-10-02,78.23912293016966,96,Demonstrates excellent leadership qualities
C-023,2023-12-24,78.45190216926021,81,Could improve communication with team members
C-023,2023-08-24,91.14834850889275,99,Demonstrates excellent leadership qualities
C-023,2024-02-02,86.73219322257113,70,Could improve communication with team members
C-023,2024-02-21,76.32673015079276,96,Consistently follows safety procedures
