crew_id,training_module,completion_date,score,feedback
C-001,Equipment Handling,2023-03-17,80,Needs improvement in practical application
C-001,Communication Workshop,2023-08-22,97,Demonstrates great potential for advancement
C-001,Emergency Response Protocol,2023-05-26,81,Excellent understanding of concepts
C-001,Emergency Response Protocol,2023-09-25,95,Strong theoretical knowledge but requires practice
C-002,Communication Workshop,2023-03-27,95,Excellent understanding of concepts
C-002,Basic Safety Training,2024-02-27,80,Demonstrates great potential for advancement
C-003,Advanced Technical Operations,2023-09-07,94,Good progress but needs more confidence
C-003,Risk Assessment,2023-04-18,70,Good progress but needs more confidence
C-003,Quality Management Systems,2024-02-22,82,Outstanding performance and engagement
C-003,Leadership Development,2023-05-03,75,Good progress but needs more confidence
C-003,Basic Safety Training,2023-04-13,72,Needs improvement in practical application
C-003,Team Building,2023-10-31,84,Good progress but needs more confidence
C-003,Advanced Technical Operations,2023-08-03,85,Needs improvement in practical application
C-003,Basic Safety Training,2023-09-25,86,Demonstrates great potential for advancement
C-004,Equipment Handling,2023-02-02,95,Strong theoretical knowledge but requires practice
C-004,Basic Safety Training,2023-10-26,79,Outstanding performance and engagement
C-004,Emergency Response Protocol,2023-08-16,97,Outstanding performance and engagement
C-004,Team Building,2023-11-11,79,Demonstrates great potential for advancement
C-005,Quality Management Systems,2023-10-16,80,Needs improvement in practical application
C-005,Quality Management Systems,2024-01-24,82,Good progress but needs more confidence
C-005,Basic Safety Training,2023-05-10,70,Strong theoretical knowledge but requires practice
C-005,Equipment Handling,2023-11-02,97,Excellent understanding of concepts
C-005,Basic Safety Training,2024-02-06,100,Outstanding performance and engagement
C-005,Team Building,2023-06-25,85,Excellent understanding of concepts
C-005,Quality Management Systems,2023-10-03,86,Excellent understanding of concepts
C-006,Advanced Technical Operations,2023-08-08,91,Excellent understanding of concepts
C-006,Basic Safety Training,2023-06-09,82,Good progress but needs more confidence
C-006,Quality Management Systems,2023-06-15,98,Demonstrates great potential for advancement
C-007,Communication Workshop,2023-11-22,92,Excellent understanding of concepts
C-007,Leadership Development,2024-02-14,82,Outstanding performance and engagement
C-007,Communication Workshop,2023-06-14,97,Needs improvement in practical application
C-007,Team Building,2023-11-10,83,Excellent understanding of concepts
C-007,Equipment Handling,2023-08-13,70,Outstanding performance and engagement
C-007,Basic Safety Training,2023-08-31,89,Strong theoretical knowledge but requires practice
C-007,Quality Management Systems,2023-10-21,88,Good progress but needs more confidence
C-008,Advanced Technical Operations,2023-02-12,88,Outstanding performance and engagement
C-008,Communication Workshop,2024-01-13,96,Demonstrates great potential for advancement
C-009,Leadership Development,2023-01-05,90,Good progress but needs more confidence
C-009,Equipment Handling,2023-10-10,100,Good progress but needs more confidence
C-009,Basic Safety Training,2023-03-12,74,Needs improvement in practical application
C-009,Emergency Response Protocol,2024-02-19,98,Outstanding performance and engagement
C-009,Leadership Development,2023-05-31,88,Good progress but needs more confidence
C-009,Leadership Development,2023-07-04,99,Strong theoretical knowledge but requires practice
C-009,Risk Assessment,2023-03-27,79,Good progress but needs more confidence
C-010,Emergency Response Protocol,2023-06-03,91,Demonstrates great potential for advancement
C-010,Team Building,2023-11-05,83,Strong theoretical knowledge but requires practice
C-010,Team Building,2023-03-11,83,Strong theoretical knowledge but requires practice
C-010,Emergency Response Protocol,2023-07-24,84,Excellent understanding of concepts
C-010,Risk Assessment,2023-06-22,96,Strong theoretical knowledge but requires practice
C-011,Risk Assessment,2024-02-18,79,Good progress but needs more confidence
C-011,Equipment Handling,2023-09-04,87,Good progress but needs more confidence
C-011,Equipment Handling,2023-06-27,75,Outstanding performance and engagement
C-011,Leadership Development,2023-04-22,98,Outstanding performance and engagement
C-011,Quality Management Systems,2023-01-05,97,Demonstrates great potential for advancement
C-011,Communication Workshop,2024-02-25,90,Strong theoretical knowledge but requires practice
C-011,Team Building,2023-09-06,74,Strong theoretical knowledge but requires practice
C-011,Emergency Response Protocol,2023-05-18,97,Strong theoretical knowledge but requires practice
C-012,Communication Workshop,2023-02-28,77,Strong theoretical knowledge but requires practice
C-012,Equipment Handling,2024-03-18,70,Outstanding performance and engagement
C-012,Advanced Technical Operations,2023-02-28,81,Good progress but needs more confidence
C-012,Emergency Response Protocol,2024-02-04,94,Strong theoretical knowledge but requires practice
C-013,Emergency Response Protocol,2023-12-07,73,Outstanding performance and engagement
C-013,Quality Management Systems,2023-09-16,85,Needs improvement in practical application
C-013,Basic Safety Training,2024-01-13,78,Outstanding performance and engagement
C-013,Quality Management Systems,2023-12-30,81,Outstanding performance and engagement
C-014,Communication Workshop,2023-04-18,99,Good progress but needs more confidence
C-014,Advanced Technical Operations,2023-03-22,90,Strong theoretical knowledge but requires practice
C-015,Team Building,2023-05-30,81,Good progress but needs more confidence
C-015,Advanced Technical Operations,2023-11-15,72,Outstanding performance and engagement
C-015,Team Building,2024-03-10,82,Needs improvement in practical application
C-015,Emergency Response Protocol,2023-12-07,78,Outstanding performance and engagement
C-015,Equipment Handling,2023-06-13,86,Outstanding performance and engagement
C-015,Team Building,2023-06-17,84,Good progress but needs more confidence
C-015,Quality Management Systems,2023-05-14,99,Strong theoretical knowledge but requires practice
C-015,Communication Workshop,2023-09-27,97,Good progress but needs more confidence
C-016,Risk Assessment,2023-01-17,77,Needs improvement in practical application
C-016,Team Building,2023-10-01,100,Outstanding performance and engagement
C-016,Communication Workshop,2024-03-25,89,Strong theoretical knowledge but requires practice
C-017,Emergency Response Protocol,2023-06-05,95,Good progress but needs more confidence
C-017,Leadership Development,2023-09-27,88,Demonstrates great potential for advancement
C-018,Basic Safety Training,2023-11-20,78,Good progress but needs more confidence
C-018,Quality Management Systems,2024-02-09,94,Strong theoretical knowledge but requires practice
C-018,Leadership Development,2023-08-28,74,Excellent understanding of concepts
C-018,Communication Workshop,2023-05-12,87,Demonstrates great potential for advancement
C-018,Emergency Response Protocol,2023-03-15,72,Excellent understanding of concepts
C-018,Risk Assessment,2023-08-16,78,Good progress but needs more confidence
C-018,Basic Safety Training,2024-01-11,100,Excellent understanding of concepts
C-018,Communication Workshop,2023-05-05,72,Excellent understanding of concepts
C-019,Emergency Response Protocol,2023-06-16,75,Demonstrates great potential for advancement
C-019,Leadership Development,2024-01-04,81,Strong theoretical knowledge but requires practice
C-019,Basic Safety Training,2024-01-14,70,Excellent understanding of concepts
C-019,Emergency Response Protocol,2023-10-29,78,Strong theoretical knowledge but requires practice
C-019,Risk Assessment,2023-06-19,75,Demonstrates great potential for advancement
C-020,Risk Assessment,2024-01-07,74,Excellent understanding of concepts
C-020,Basic Safety Training,2023-10-01,90,Good progress but needs more confidence
C-020,Communication Workshop,2023-12-02,85,Excellent understanding of concepts
C-020,Quality Management Systems,2023-12-28,79,Outstanding performance and engagement
C-020,Equipment Handling,2024-03-07,83,Strong theoretical knowledge but requires practice
C-020,Advanced Technical Operations,2023-04-06,86,Strong theoretical knowledge but requires practice
C-021,Basic Safety Training,2024-02-26,100,Good progress but needs more confidence
C-021,Equipment Handling,2023-11-05,86,Demonstrates great potential for advancement
C-021,Emergency Response Protocol,2023-11-20,86,Good progress but needs more confidence
C-021,Advanced Technical Operations,2023-11-12,100,Good progress but needs more confidence
C-021,Emergency Response Protocol,2023-08-06,92,Demonstrates great potential for advancement
C-021,Communication Workshop,2023-02-02,100,Excellent understanding of concepts
C-021,Team Building,2023-01-08,94,Outstanding performance and engagement
C-021,Advanced Technical Operations,2023-12-05,84,Demonstrates great potential for advancement
C-022,Basic Safety Training,2024-01-27,76,Demonstrates great potential for advancement
C-022,Basic Safety Training,2023-05-06,83,Strong theoretical knowledge but requires practice
C-022,Leadership Development,2023-06-30,85,Excellent understanding of concepts
C-022,Equipment Handling,2023-04-10,91,Excellent understanding of concepts
C-022,Equipment Handling,2023-05-14,80,Needs improvement in practical application
C-022,Equipment Handling,2023-08-14,78,Demonstrates great potential for advancement
C-023,Quality Management Systems,2023-08-14,91,Needs improvement in practical application
C-023,Emergency Response Protocol,2023-12-24,94,Excellent understanding of concepts
C-023,Leadership Development,2023-11-08,93,Needs improvement in practical application
C-023,Leadership Development,2023-05-22,85,Needs improvement in practical application
C-023,Team Building,2023-08-15,100,Strong theoretical knowledge but requires practice
C-023,Quality Management Systems,2023-12-14,79,Excellent understanding of concepts
C-023,Emergency Response Protocol,2023-10-10,87,Good progress but needs more confidence
C-024,Team Building,2023-05-10,98,Outstanding performance and engagement
C-024,Quality Management Systems,2023-02-20,94,Needs improvement in practical application
C-024,Leadership Development,2023-02-08,91,Strong theoretical knowledge but requires practice
C-024,Communication Workshop,2023-05-17,74,Needs improvement in practical application
C-024,Quality Management Systems,2024-03-07,80,Demonstrates great potential for advancement
C-024,Quality Management Systems,2023-06-20,89,Excellent understanding of concepts
C-024,Team Building,2024-02-02,100,Good progress but needs more confidence
C-024,Quality Management Systems,2023-07-02,76,Needs improvement in practical application
C-025,Team Building,2024-02-05,88,Demonstrates great potential for advancement
C-025,Risk Assessment,2024-03-15,84,Good progress but needs more confidence
C-025,Risk Assessment,2023-07-15,86,Excellent understanding of concepts
C-026,Basic Safety Training,2023-10-15,94,Strong theoretical knowledge but requires practice
C-026,Basic Safety Training,2023-09-25,82,Excellent understanding of concepts
C-026,Risk Assessment,2023-06-16,93,Good progress but needs more confidence
C-026,Advanced Technical Operations,2023-02-28,82,Outstanding performance and engagement
C-026,Basic Safety Training,2023-01-27,90,Needs improvement in practical application
C-027,Leadership Development,2023-10-14,78,Needs improvement in practical application
C-027,Team Building,2023-12-23,88,Excellent understanding of concepts
C-027,Team Building,2023-03-30,88,Demonstrates great potential for advancement
C-027,Leadership Development,2023-07-12,78,Outstanding performance and engagement
C-027,Team Building,2023-06-25,93,Needs improvement in practical application
C-028,Equipment Handling,2024-01-09,72,Outstanding performance and engagement
C-028,Advanced Technical Operations,2023-11-20,71,Good progress but needs more confidence
C-028,Emergency Response Protocol,2023-07-26,71,Needs improvement in practical application
C-028,Quality Management Systems,2023-08-15,100,Outstanding performance and engagement
C-028,Equipment Handling,2023-04-08,85,Excellent understanding of concepts
C-028,Leadership Development,2023-10-31,92,Strong theoretical knowledge but requires practice
C-028,Quality Management Systems,2023-06-30,76,Excellent understanding of concepts
C-029,Quality Management Systems,2023-09-03,79,Needs improvement in practical application
C-029,Advanced Technical Operations,2023-09-23,73,Demonstrates great potential for advancement
C-030,Risk Assessment,2023-08-24,79,Needs improvement in practical application
C-030,Risk Assessment,2023-11-15,94,Strong theoretical knowledge but requires practice
C-030,Risk Assessment,2024-01-06,85,Excellent understanding of concepts
C-030,Basic Safety Training,2023-07-31,70,Good progress but needs more confidence
C-030,Quality Management Systems,2023-12-21,93,Good progress but needs more confidence
C-031,Equipment Handling,2024-02-05,88,Needs improvement in practical application
C-031,Risk Assessment,2023-07-13,88,Strong theoretical knowledge but requires practice
C-032,Advanced Technical Operations,2023-05-14,76,Outstanding performance and engagement
C-032,Team Building,2023-12-01,92,Needs improvement in practical application
C-032,Quality Management Systems,2023-03-30,92,Good progress but needs more confidence
C-032,Equipment Handling,2023-10-09,80,Good progress but needs more confidence
C-032,Communication Workshop,2023-02-26,92,Needs improvement in practical application
C-032,Communication Workshop,2023-12-30,86,Strong theoretical knowledge but requires practice
C-032,Quality Management Systems,2023-02-27,80,Demonstrates great potential for advancement
C-032,Advanced Technical Operations,2023-01-17,72,Good progress but needs more confidence
C-033,Risk Assessment,2023-06-25,96,Needs improvement in practical application
C-033,Communication Workshop,2023-04-18,76,Outstanding performance and engagement
C-033,Quality Management Systems,2023-09-01,74,Excellent understanding of concepts
C-033,Equipment Handling,2023-09-25,93,Demonstrates great potential for advancement
C-033,Risk Assessment,2023-10-25,92,Excellent understanding of concepts
C-033,Equipment Handling,2023-10-26,88,Good progress but needs more confidence
C-033,Equipment Handling,2023-08-31,98,Needs improvement in practical application
C-034,Emergency Response Protocol,2024-03-08,81,Demonstrates great potential for advancement
C-034,Risk Assessment,2023-11-15,88,Strong theoretical knowledge but requires practice
C-034,Communication Workshop,2023-06-08,94,Needs improvement in practical application
C-034,Team Building,2023-08-05,88,Good progress but needs more confidence
C-035,Leadership Development,2023-07-13,93,Demonstrates great potential for advancement
C-035,Quality Management Systems,2023-10-28,100,Good progress but needs more confidence
C-035,Risk Assessment,2024-03-11,90,Good progress but needs more confidence
C-035,Leadership Development,2024-01-11,88,Demonstrates great potential for advancement
C-035,Emergency Response Protocol,2023-08-01,74,Excellent understanding of concepts
