crew_id,training_module,completion_date,score,feedback
C-001,Equipment Handling,2023-03-23,95,Excellent understanding of concepts
C-001,Team Building,2023-04-07,71,Excellent understanding of concepts
C-001,Emergency Response Protocol,2023-01-11,84,Demonstrates great potential for advancement
C-001,Risk Assessment,2023-01-14,75,Strong theoretical knowledge but requires practice
C-001,Leadership Development,2023-03-09,80,Strong theoretical knowledge but requires practice
C-001,Advanced Technical Operations,2023-11-12,83,Needs improvement in practical application
C-002,Advanced Technical Operations,2023-06-09,71,Outstanding performance and engagement
C-002,Team Building,2024-03-18,73,Demonstrates great potential for advancement
C-002,Equipment Handling,2023-04-27,93,Strong theoretical knowledge but requires practice
C-002,Quality Management Systems,2023-08-05,79,Needs improvement in practical application
C-002,Quality Management Systems,2024-03-09,88,Strong theoretical knowledge but requires practice
C-003,Basic Safety Training,2023-02-07,73,Excellent understanding of concepts
C-003,Leadership Development,2023-04-07,98,Good progress but needs more confidence
C-003,Basic Safety Training,2023-09-11,78,Outstanding performance and engagement
C-003,Basic Safety Training,2024-01-20,97,Good progress but needs more confidence
C-003,Leadership Development,2024-01-14,83,Strong theoretical knowledge but requires practice
C-003,Team Building,2023-05-12,74,Strong theoretical knowledge but requires practice
C-003,Equipment Handling,2023-01-02,79,Good progress but needs more confidence
C-004,Leadership Development,2024-03-14,93,Excellent understanding of concepts
C-004,Emergency Response Protocol,2023-07-15,83,Strong theoretical knowledge but requires practice
C-004,Equipment Handling,2024-03-01,89,Demonstrates great potential for advancement
C-005,Team Building,2023-08-26,98,Good progress but needs more confidence
C-005,Advanced Technical Operations,2023-03-04,84,Needs improvement in practical application
C-005,Quality Management Systems,2023-06-08,91,Demonstrates great potential for advancement
C-005,Emergency Response Protocol,2023-03-21,93,Excellent understanding of concepts
C-005,Basic Safety Training,2023-10-16,74,Excellent understanding of concepts
C-005,Risk Assessment,2023-03-12,77,Good progress but needs more confidence
C-006,Equipment Handling,2023-07-02,100,Demonstrates great potential for advancement
C-006,Emergency Response Protocol,2023-10-08,80,Needs improvement in practical application
C-006,Advanced Technical Operations,2023-08-19,70,Needs improvement in practical application
C-006,Equipment Handling,2023-12-11,96,Good progress but needs more confidence
C-006,Quality Management Systems,2024-02-01,73,Good progress but needs more confidence
C-006,Emergency Response Protocol,2023-02-24,74,Excellent understanding of concepts
C-007,Team Building,2024-03-26,90,Needs improvement in practical application
C-007,Equipment Handling,2023-05-18,76,Strong theoretical knowledge but requires practice
C-008,Advanced Technical Operations,2023-06-30,89,Good progress but needs more confidence
C-008,Team Building,2023-12-03,70,Excellent understanding of concepts
C-008,Equipment Handling,2023-06-07,70,Outstanding performance and engagement
C-008,Advanced Technical Operations,2023-01-18,77,Good progress but needs more confidence
C-008,Communication Workshop,2023-09-07,80,Needs improvement in practical application
C-008,Basic Safety Training,2023-03-25,71,Excellent understanding of concepts
C-008,Communication Workshop,2023-09-17,90,Strong theoretical knowledge but requires practice
C-009,Team Building,2023-06-24,71,Excellent understanding of concepts
C-009,Communication Workshop,2023-04-13,70,Good progress but needs more confidence
C-009,Quality Management Systems,2023-09-09,96,Excellent understanding of concepts
C-009,Communication Workshop,2023-01-13,99,Needs improvement in practical application
C-009,Basic Safety Training,2024-02-16,99,Needs improvement in practical application
C-009,Emergency Response Protocol,2023-05-02,72,Demonstrates great potential for advancement
C-010,Leadership Development,2023-04-14,91,Outstanding performance and engagement
C-010,Risk Assessment,2023-02-14,96,Good progress but needs more confidence
C-010,Basic Safety Training,2023-05-02,81,Demonstrates great potential for advancement
C-010,Team Building,2023-09-12,90,Needs improvement in practical application
C-010,Leadership Development,2023-07-19,89,Strong theoretical knowledge but requires practice
C-010,Basic Safety Training,2023-03-12,73,Demonstrates great potential for advancement
C-011,Leadership Development,2023-06-15,87,Demonstrates great potential for advancement
C-011,Communication Workshop,2023-06-06,94,Needs improvement in practical application
C-011,Risk Assessment,2023-01-17,77,Good progress but needs more confidence
C-011,Emergency Response Protocol,2023-01-27,92,Strong theoretical knowledge but requires practice
C-011,Communication Workshop,2024-03-11,95,Demonstrates great potential for advancement
C-011,Advanced Technical Operations,2023-08-28,71,Demonstrates great potential for advancement
C-011,Leadership Development,2023-04-29,71,Needs improvement in practical application
C-011,Advanced Technical Operations,2024-03-25,97,Outstanding performance and engagement
C-012,Team Building,2023-06-16,73,Strong theoretical knowledge but requires practice
C-012,Emergency Response Protocol,2024-01-13,98,Needs improvement in practical application
C-012,Leadership Development,2023-01-13,74,Good progress but needs more confidence
C-012,Team Building,2023-02-23,72,Strong theoretical knowledge but requires practice
C-012,Team Building,2023-10-29,80,Strong theoretical knowledge but requires practice
C-012,Basic Safety Training,2023-11-29,70,Demonstrates great potential for advancement
C-012,Quality Management Systems,2023-06-26,94,Good progress but needs more confidence
C-012,Equipment Handling,2023-02-18,71,Good progress but needs more confidence
C-013,Risk Assessment,2023-08-18,80,Good progress but needs more confidence
C-013,Team Building,2023-05-19,93,Strong theoretical knowledge but requires practice
C-013,Quality Management Systems,2023-10-21,83,Demonstrates great potential for advancement
C-014,Team Building,2023-01-24,100,Needs improvement in practical application
C-014,Risk Assessment,2023-11-12,86,Strong theoretical knowledge but requires practice
C-014,Risk Assessment,2023-07-27,90,Strong theoretical knowledge but requires practice
C-014,Advanced Technical Operations,2023-04-07,93,Strong theoretical knowledge but requires practice
C-014,Team Building,2023-01-08,90,Outstanding performance and engagement
C-014,Team Building,2023-12-22,83,Outstanding performance and engagement
C-014,Communication Workshop,2023-04-08,93,Demonstrates great potential for advancement
C-014,Basic Safety Training,2023-12-19,89,Needs improvement in practical application
C-015,Team Building,2023-06-03,81,Good progress but needs more confidence
C-015,Team Building,2023-01-29,79,Demonstrates great potential for advancement
C-015,Leadership Development,2023-04-27,77,Needs improvement in practical application
C-015,Equipment Handling,2024-01-12,88,Good progress but needs more confidence
C-015,Quality Management Systems,2023-04-18,76,Needs improvement in practical application
C-015,Risk Assessment,2023-04-08,79,Excellent understanding of concepts
C-015,Basic Safety Training,2023-05-02,83,Demonstrates great potential for advancement
C-015,Communication Workshop,2024-02-01,77,Outstanding performance and engagement
C-016,Quality Management Systems,2023-05-12,72,Good progress but needs more confidence
C-016,Basic Safety Training,2024-02-26,72,Demonstrates great potential for advancement
C-017,Basic Safety Training,2024-02-18,82,Demonstrates great potential for advancement
C-017,Equipment Handling,2023-01-01,90,Good progress but needs more confidence
C-017,Advanced Technical Operations,2023-10-02,93,Demonstrates great potential for advancement
C-017,Risk Assessment,2023-01-31,98,Excellent understanding of concepts
C-017,Equipment Handling,2023-11-14,94,Strong theoretical knowledge but requires practice
C-017,Equipment Handling,2023-06-08,75,Excellent understanding of concepts
C-017,Basic Safety Training,2023-02-20,81,Strong theoretical knowledge but requires practice
C-018,Team Building,2024-02-17,89,Good progress but needs more confidence
C-018,Communication Workshop,2024-01-04,72,Outstanding performance and engagement
