Crew_ID,department,Date,Task_Completion_Time,Idle_Time,Shift_Duration,Fatigue_Level,Weather_Condition,Equipment_Used,Tasks_Completed,Experience_Level,Safety_Incidents,Shift_Start_Time,Breaks_Taken
C-001,Emergency and Contingency Tasks,2023-05-27,24.87,13.36,516.92,4.37,Windy,Equipment_D,9,10.43,0,2023-01-01 13:27:00,1
C-002,Aircraft and Passenger Operations,2023-06-13,24.67,34.84,545.72,8.13,Rainy,Equipment_B,5,15.26,1,2023-01-01 09:06:00,1
C-003,Aircraft Servicing,2023-02-07,33.38,14.79,549.22,7.55,Windy,Equipment_A,4,4.81,1,2023-01-01 07:21:00,4
C-004,Communication and Coordination,2023-07-07,95.65,58.29,593.48,1.91,Windy,Equipment_A,3,8.24,1,2023-01-01 13:48:00,2
C-005,Safety and Maintenance Support,2023-03-06,116.86,43.86,510.99,9.18,Cloudy,Equipment_B,2,9.97,0,2023-01-01 00:15:00,2
C-006,Safety and Maintenance Support,2023-03-13,82.56,15.19,545.72,8.29,Sunny,Equipment_D,3,11.4,1,2023-01-01 12:02:00,2
C-007,Baggage and Cargo Handling,2023-05-21,14.51,11.93,556.63,6.76,Windy,Equipment_B,4,15.69,1,2023-01-01 22:53:00,1
C-008,Baggage and Cargo Handling,2023-04-08,90.51,11.97,577.77,2.57,Cloudy,Equipment_A,4,10.83,0,2023-01-01 11:40:00,3
C-009,Aircraft and Passenger Operations,2023-05-22,51.77,8.2,489.59,7.64,Rainy,Equipment_A,4,10.56,0,2023-01-01 07:32:00,2
C-010,Emergency and Contingency Tasks,2023-10-27,12.06,53.91,503.01,2.43,Rainy,Equipment_D,8,19.8,1,2023-01-01 22:25:00,4
C-011,Communication and Coordination,2023-11-10,113.06,10.5,516.76,8.68,Rainy,Equipment_A,3,2.98,1,2023-01-01 23:51:00,2
C-012,Equipment Operation and Maintenance,2023-12-16,63.78,53.06,520.93,4.53,Sunny,Equipment_D,4,18.17,0,2023-01-01 21:22:00,1
C-013,Safety and Maintenance Support,2023-04-25,97.41,26.6,485.21,6.13,Rainy,Equipment_B,9,16.42,0,2023-01-01 08:20:00,2
C-014,Baggage and Cargo Handling,2023-01-04,80.87,50.24,506.06,8.04,Cloudy,Equipment_A,7,16.83,0,2023-01-01 11:41:00,4
C-015,Equipment Operation and Maintenance,2023-04-09,45.85,20.94,522.92,4.36,Rainy,Equipment_C,3,9.21,1,2023-01-01 07:51:00,2
C-016,Aircraft and Passenger Operations,2023-11-16,16.03,31.68,567.7,1.04,Rainy,Equipment_D,1,18.24,1,2023-01-01 16:42:00,3
C-017,Emergency and Contingency Tasks,2023-10-04,73.94,55.03,595.07,4.8,Rainy,Equipment_D,5,3.49,0,2023-01-01 16:17:00,3
C-018,Safety and Maintenance Support,2023-10-04,56.83,54.39,488.93,5.83,Rainy,Equipment_A,2,10.27,1,2023-01-01 05:41:00,2
C-019,Equipment Operation and Maintenance,2023-09-09,62.4,20.81,510.48,7.33,Rainy,Equipment_B,6,12.68,0,2023-01-01 12:01:00,4
C-020,Equipment Operation and Maintenance,2023-10-25,61.23,16.08,494.56,7.45,Windy,Equipment_B,4,4.33,0,2023-01-01 06:51:00,3
C-021,Aircraft and Passenger Operations,2023-06-24,56.9,20.11,531.2,5.38,Sunny,Equipment_C,6,18.34,0,2023-01-01 22:39:00,2
C-022,Safety and Maintenance Support,2023-02-22,77.21,11.74,510.7,4.47,Sunny,Equipment_A,4,2.55,0,2023-01-01 10:45:00,3
C-023,Baggage and Cargo Handling,2023-03-04,31.51,32.32,492.97,8.99,Cloudy,Equipment_A,9,12.79,1,2023-01-01 02:41:00,3
C-024,Equipment Operation and Maintenance,2023-11-21,31.09,15.07,565.4,2.76,Cloudy,Equipment_B,9,7.68,0,2023-01-01 20:10:00,4
C-025,Emergency and Contingency Tasks,2023-02-07,25.59,17.15,488.33,8.96,Windy,Equipment_D,5,4.84,1,2023-01-01 07:27:00,4
C-026,Baggage and Cargo Handling,2023-06-18,97.0,53.37,594.9,1.54,Windy,Equipment_D,1,12.55,1,2023-01-01 21:59:00,3
C-027,Aircraft and Passenger Operations,2023-02-21,60.14,41.52,490.51,8.76,Sunny,Equipment_A,7,4.26,1,2023-01-01 17:19:00,1
C-028,Aircraft and Passenger Operations,2023-01-18,88.11,49.84,599.54,6.42,Cloudy,Equipment_C,7,1.7,0,2023-01-01 11:38:00,2
C-029,Aircraft Servicing,2023-01-17,52.58,25.55,552.71,8.16,Cloudy,Equipment_B,9,1.69,0,2023-01-01 05:32:00,1
C-030,Safety and Maintenance Support,2023-12-24,68.67,25.89,534.72,8.58,Cloudy,Equipment_D,8,11.84,1,2023-01-01 03:14:00,4
C-031,Baggage and Cargo Handling,2023-03-02,33.11,7.45,565.98,8.15,Cloudy,Equipment_C,2,14.7,1,2023-01-01 00:30:00,2
C-032,Baggage and Cargo Handling,2023-01-18,98.58,23.35,562.69,7.83,Windy,Equipment_B,4,13.46,1,2023-01-01 21:08:00,3
C-033,Communication and Coordination,2023-02-26,71.12,48.38,555.79,7.32,Rainy,Equipment_B,9,3.73,0,2023-01-01 20:14:00,4
C-034,Safety and Maintenance Support,2023-03-06,60.08,53.59,586.21,7.99,Rainy,Equipment_A,6,11.19,0,2023-01-01 14:51:00,3
C-035,Emergency and Contingency Tasks,2023-07-30,87.07,25.69,579.0,1.09,Sunny,Equipment_D,3,13.97,1,2023-01-01 21:44:00,3
C-036,Safety and Maintenance Support,2023-05-02,103.39,29.37,585.15,7.35,Sunny,Equipment_A,6,15.95,1,2023-01-01 07:16:00,4
C-037,Equipment Operation and Maintenance,2023-09-07,34.63,26.45,574.82,9.98,Rainy,Equipment_D,5,10.48,0,2023-01-01 04:23:00,3
C-038,Aircraft and Passenger Operations,2023-05-11,110.7,45.21,553.33,8.69,Sunny,Equipment_A,1,15.04,0,2023-01-01 20:07:00,2
C-039,Aircraft and Passenger Operations,2023-03-12,30.19,58.74,580.69,6.97,Rainy,Equipment_A,6,17.06,0,2023-01-01 01:11:00,3
C-040,Safety and Maintenance Support,2023-03-21,58.72,22.42,556.46,3.34,Windy,Equipment_C,8,15.75,1,2023-01-01 11:57:00,3
C-041,Emergency and Contingency Tasks,2023-09-23,37.91,37.2,542.44,7.23,Sunny,Equipment_B,1,4.19,1,2023-01-01 09:22:00,1
C-042,Emergency and Contingency Tasks,2023-01-18,84.46,26.54,526.83,9.73,Sunny,Equipment_C,5,17.29,0,2023-01-01 08:36:00,1
C-043,Aircraft Servicing,2023-12-29,82.46,16.62,493.03,5.39,Rainy,Equipment_D,9,7.78,0,2023-01-01 21:17:00,4
C-044,Communication and Coordination,2023-08-31,29.98,9.2,480.21,5.72,Windy,Equipment_D,8,12.78,1,2023-01-01 00:42:00,3
C-045,Communication and Coordination,2023-05-24,78.42,58.3,585.24,6.2,Cloudy,Equipment_D,1,18.36,1,2023-01-01 15:59:00,1
C-046,Aircraft and Passenger Operations,2023-06-09,113.38,30.43,571.26,9.58,Rainy,Equipment_A,4,17.02,0,2023-01-01 00:47:00,2
C-047,Aircraft Servicing,2023-01-12,59.82,57.03,596.2,5.99,Sunny,Equipment_C,7,10.78,0,2023-01-01 07:25:00,1
C-048,Safety and Maintenance Support,2023-05-14,48.8,30.82,518.18,6.19,Cloudy,Equipment_A,1,8.14,1,2023-01-01 03:19:00,4
C-049,Baggage and Cargo Handling,2023-12-22,115.21,54.11,576.44,5.09,Rainy,Equipment_A,8,16.61,0,2023-01-01 03:19:00,1
C-050,Safety and Maintenance Support,2023-01-06,64.71,28.74,579.71,4.57,Sunny,Equipment_B,3,16.24,0,2023-01-01 19:41:00,2
C-051,Aircraft Servicing,2023-10-07,20.7,57.13,580.41,2.7,Cloudy,Equipment_C,8,15.08,1,2023-01-01 12:51:00,3
C-052,Emergency and Contingency Tasks,2023-08-21,62.92,25.47,590.49,4.13,Sunny,Equipment_C,6,18.79,0,2023-01-01 15:07:00,3
C-053,Aircraft and Passenger Operations,2023-11-28,16.15,13.53,507.6,4.6,Windy,Equipment_C,7,18.87,0,2023-01-01 20:25:00,4
C-054,Emergency and Contingency Tasks,2023-04-01,12.09,5.61,554.98,4.88,Cloudy,Equipment_C,1,4.11,0,2023-01-01 10:11:00,1
C-055,Safety and Maintenance Support,2023-09-21,80.83,43.58,491.48,8.49,Sunny,Equipment_B,4,8.17,1,2023-01-01 08:03:00,3
C-056,Baggage and Cargo Handling,2023-11-08,78.77,45.02,480.58,3.99,Sunny,Equipment_A,3,11.78,1,2023-01-01 08:19:00,1
C-057,Aircraft and Passenger Operations,2023-11-27,106.38,11.21,593.31,8.13,Windy,Equipment_B,9,15.16,1,2023-01-01 06:36:00,3
C-058,Communication and Coordination,2023-04-06,96.73,21.11,592.57,2.47,Cloudy,Equipment_B,8,5.41,0,2023-01-01 03:14:00,3
C-059,Equipment Operation and Maintenance,2023-10-14,93.02,27.76,548.5,3.97,Sunny,Equipment_B,4,17.74,1,2023-01-01 17:06:00,4
C-060,Safety and Maintenance Support,2023-12-17,52.07,26.81,502.28,3.78,Windy,Equipment_B,1,6.22,1,2023-01-01 21:59:00,4
C-061,Emergency and Contingency Tasks,2023-07-13,10.13,40.59,536.97,7.6,Cloudy,Equipment_C,1,7.88,1,2023-01-01 00:47:00,1
C-062,Emergency and Contingency Tasks,2023-01-18,38.23,11.5,515.39,4.35,Windy,Equipment_C,7,19.26,0,2023-01-01 18:45:00,3
C-063,Aircraft Servicing,2023-04-17,88.38,26.71,549.16,5.51,Sunny,Equipment_A,4,15.49,0,2023-01-01 03:57:00,1
C-064,Safety and Maintenance Support,2023-12-10,25.32,25.41,582.42,1.7,Sunny,Equipment_C,4,15.64,1,2023-01-01 17:57:00,2
C-065,Communication and Coordination,2023-04-24,55.72,43.52,481.54,4.87,Cloudy,Equipment_A,9,10.83,1,2023-01-01 16:45:00,2
C-066,Aircraft and Passenger Operations,2023-02-09,71.28,50.67,512.81,8.06,Cloudy,Equipment_A,1,16.3,0,2023-01-01 05:56:00,1
C-067,Equipment Operation and Maintenance,2023-01-24,39.11,48.22,582.87,7.5,Rainy,Equipment_A,4,14.49,1,2023-01-01 10:22:00,4
C-068,Emergency and Contingency Tasks,2023-08-07,105.22,11.96,500.8,3.82,Cloudy,Equipment_B,6,3.5,1,2023-01-01 19:00:00,3
