task_ID,Gate_number,Floor_No,shift_no,date,Number_of_Personnel,crew_demand
T-001,0,0,1,2023-01-04,52,5
T-001,0,0,1,2023-01-18,52,5
T-001,0,0,1,2023-01-21,52,-2
T-001,0,0,1,2023-01-31,52,5
T-001,0,0,1,2023-02-07,52,4
T-001,0,0,1,2023-02-01,52,3
T-001,0,0,1,2023-02-10,52,-2
T-001,0,0,1,2023-02-12,52,-1
T-001,0,0,1,2023-03-06,52,4
T-001,0,0,1,2023-03-16,52,4
T-001,0,0,1,2023-03-12,52,-2
T-001,0,0,1,2023-03-21,52,4
T-001,0,0,1,2023-04-10,52,-1
T-001,0,0,1,2023-04-17,52,-1
T-001,0,0,1,2023-04-11,52,-1
T-001,0,0,1,2023-04-19,52,0
T-001,0,0,1,2023-05-05,52,2
T-001,0,0,1,2023-05-13,52,1
T-001,0,0,1,2023-05-09,52,-1
T-001,0,0,1,2023-05-07,52,2
T-001,0,0,1,2023-06-18,52,1
T-001,0,0,1,2023-06-28,52,-2
T-001,0,0,1,2023-06-06,52,5
T-001,0,0,1,2023-06-26,52,4
T-001,0,0,1,2023-07-07,52,1
T-001,0,0,1,2023-07-13,52,2
T-001,0,0,1,2023-07-03,52,-2
T-001,0,0,1,2023-07-15,52,0
T-001,0,0,1,2023-08-30,52,2
T-001,0,0,1,2023-08-21,52,1
T-001,0,0,1,2023-08-29,52,1
T-001,0,0,1,2023-08-11,52,0
T-001,0,0,1,2023-09-16,52,3
T-001,0,0,1,2023-09-01,52,3
T-001,0,0,1,2023-09-21,52,5
T-001,0,0,1,2023-09-22,52,0
T-001,0,0,1,2023-10-10,52,0
T-001,0,0,1,2023-10-26,52,1
T-001,0,0,1,2023-10-16,52,4
T-001,0,0,1,2023-10-24,52,1
T-001,0,0,1,2023-11-09,52,0
T-001,0,0,1,2023-11-13,52,5
T-001,0,0,1,2023-11-29,52,5
T-001,0,0,1,2023-11-30,52,-2
T-001,0,0,1,2023-12-11,52,0
T-001,0,0,1,2023-12-18,52,-1
T-001,0,0,1,2023-12-30,52,2
T-001,0,0,1,2023-12-03,52,2
T-001,0,0,2,2023-01-04,52,-2
T-001,0,0,2,2023-01-18,52,5
T-001,0,0,2,2023-01-21,52,5
T-001,0,0,2,2023-01-31,52,2
T-001,0,0,2,2023-02-07,52,5
T-001,0,0,2,2023-02-01,52,2
T-001,0,0,2,2023-02-10,52,-1
T-001,0,0,2,2023-02-12,52,-2
T-001,0,0,2,2023-03-06,52,0
T-001,0,0,2,2023-03-16,52,0
T-001,0,0,2,2023-03-12,52,-2
T-001,0,0,2,2023-03-21,52,4
T-001,0,0,2,2023-04-10,52,-2
T-001,0,0,2,2023-04-17,52,3
T-001,0,0,2,2023-04-11,52,5
T-001,0,0,2,2023-04-19,52,1
T-001,0,0,2,2023-05-05,52,1
T-001,0,0,2,2023-05-13,52,1
T-001,0,0,2,2023-05-09,52,-2
T-001,0,0,2,2023-05-07,52,3
T-001,0,0,2,2023-06-18,52,-1
T-001,0,0,2,2023-06-28,52,-1
T-001,0,0,2,2023-06-06,52,0
T-001,0,0,2,2023-06-26,52,3
T-001,0,0,2,2023-07-07,52,-2
T-001,0,0,2,2023-07-13,52,0
T-001,0,0,2,2023-07-03,52,0
T-001,0,0,2,2023-07-15,52,3
T-001,0,0,2,2023-08-30,52,0
T-001,0,0,2,2023-08-21,52,1
T-001,0,0,2,2023-08-29,52,4
T-001,0,0,2,2023-08-11,52,3
T-001,0,0,2,2023-09-16,52,0
T-001,0,0,2,2023-09-01,52,-2
T-001,0,0,2,2023-09-21,52,4
T-001,0,0,2,2023-09-22,52,-1
T-001,0,0,2,2023-10-10,52,-1
T-001,0,0,2,2023-10-26,52,0
T-001,0,0,2,2023-10-16,52,1
T-001,0,0,2,2023-10-24,52,5
T-001,0,0,2,2023-11-09,52,-1
T-001,0,0,2,2023-11-13,52,0
T-001,0,0,2,2023-11-29,52,4
T-001,0,0,2,2023-11-30,52,4
T-001,0,0,2,2023-12-11,52,0
T-001,0,0,2,2023-12-18,52,1
T-001,0,0,2,2023-12-30,52,4
T-001,0,0,2,2023-12-03,52,-1
T-001,0,0,3,2023-01-04,52,-2
T-001,0,0,3,2023-01-18,52,4
T-001,0,0,3,2023-01-21,52,0
T-001,0,0,3,2023-01-31,52,3
T-001,0,0,3,2023-02-07,52,5
T-001,0,0,3,2023-02-01,52,5
T-001,0,0,3,2023-02-10,52,0
T-001,0,0,3,2023-02-12,52,-1
T-001,0,0,3,2023-03-06,52,2
T-001,0,0,3,2023-03-16,52,5
T-001,0,0,3,2023-03-12,52,2
T-001,0,0,3,2023-03-21,52,-1
T-001,0,0,3,2023-04-10,52,1
T-001,0,0,3,2023-04-17,52,0
T-001,0,0,3,2023-04-11,52,2
T-001,0,0,3,2023-04-19,52,0
T-001,0,0,3,2023-05-05,52,0
T-001,0,0,3,2023-05-13,52,5
T-001,0,0,3,2023-05-09,52,1
T-001,0,0,3,2023-05-07,52,5
T-001,0,0,3,2023-06-18,52,-2
T-001,0,0,3,2023-06-28,52,4
T-001,0,0,3,2023-06-06,52,4
T-001,0,0,3,2023-06-26,52,3
T-001,0,0,3,2023-07-07,52,2
T-001,0,0,3,2023-07-13,52,0
T-001,0,0,3,2023-07-03,52,2
T-001,0,0,3,2023-07-15,52,0
T-001,0,0,3,2023-08-30,52,1
T-001,0,0,3,2023-08-21,52,-1
T-001,0,0,3,2023-08-29,52,2
T-001,0,0,3,2023-08-11,52,-2
T-001,0,0,3,2023-09-16,52,1
T-001,0,0,3,2023-09-01,52,-2
T-001,0,0,3,2023-09-21,52,2
T-001,0,0,3,2023-09-22,52,4
T-001,0,0,3,2023-10-10,52,5
T-001,0,0,3,2023-10-26,52,0
T-001,0,0,3,2023-10-16,52,-1
T-001,0,0,3,2023-10-24,52,-2
T-001,0,0,3,2023-11-09,52,1
T-001,0,0,3,2023-11-13,52,0
T-001,0,0,3,2023-11-29,52,0
T-001,0,0,3,2023-11-30,52,2
T-001,0,0,3,2023-12-11,52,3
T-001,0,0,3,2023-12-18,52,1
T-001,0,0,3,2023-12-30,52,5
T-001,0,0,3,2023-12-03,52,2
T-001,0,0,4,2023-01-04,52,2
T-001,0,0,4,2023-01-18,52,0
T-001,0,0,4,2023-01-21,52,3
T-001,0,0,4,2023-01-31,52,0
T-001,0,0,4,2023-02-07,52,3
T-001,0,0,4,2023-02-01,52,4
T-001,0,0,4,2023-02-10,52,0
T-001,0,0,4,2023-02-12,52,2
T-001,0,0,4,2023-03-06,52,-2
T-001,0,0,4,2023-03-16,52,1
T-001,0,0,4,2023-03-12,52,0
T-001,0,0,4,2023-03-21,52,2
T-001,0,0,4,2023-04-10,52,4
T-001,0,0,4,2023-04-17,52,1
T-001,0,0,4,2023-04-11,52,5
T-001,0,0,4,2023-04-19,52,-1
T-001,0,0,4,2023-05-05,52,2
T-001,0,0,4,2023-05-13,52,0
T-001,0,0,4,2023-05-09,52,1
T-001,0,0,4,2023-05-07,52,1
T-001,0,0,4,2023-06-18,52,3
T-001,0,0,4,2023-06-28,52,1
T-001,0,0,4,2023-06-06,52,5
T-001,0,0,4,2023-06-26,52,3
T-001,0,0,4,2023-07-07,52,3
T-001,0,0,4,2023-07-13,52,5
T-001,0,0,4,2023-07-03,52,2
T-001,0,0,4,2023-07-15,52,2
T-001,0,0,4,2023-08-30,52,0
T-001,0,0,4,2023-08-21,52,-2
T-001,0,0,4,2023-08-29,52,-2
T-001,0,0,4,2023-08-11,52,-1
T-001,0,0,4,2023-09-16,52,5
T-001,0,0,4,2023-09-01,52,-2
T-001,0,0,4,2023-09-21,52,0
T-001,0,0,4,2023-09-22,52,0
T-001,0,0,4,2023-10-10,52,-2
T-001,0,0,4,2023-10-26,52,3
T-001,0,0,4,2023-10-16,52,1
T-001,0,0,4,2023-10-24,52,2
T-001,0,0,4,2023-11-09,52,2
T-001,0,0,4,2023-11-13,52,4
T-001,0,0,4,2023-11-29,52,0
T-001,0,0,4,2023-11-30,52,1
T-001,0,0,4,2023-12-11,52,2
T-001,0,0,4,2023-12-18,52,3
T-001,0,0,4,2023-12-30,52,2
