Crew_ID,department,Date,Task_Completion_Time,Idle_Time,Shift_Duration,Fatigue_Level,Weather_Condition,Equipment_Used,Tasks_Completed,Experience_Level,Safety_Incidents,Shift_Start_Time,Breaks_Taken
C-001,Communication and Coordination,2023-01-27,14.44,44.52,506.11,2.64,Rainy,Equipment_B,5,8.77,1,2023-01-01 03:16:00,1
C-002,Emergency and Contingency Tasks,2023-06-29,80.9,23.69,583.16,2.1,Windy,Equipment_B,7,8.7,1,2023-01-01 17:02:00,4
C-003,Aircraft Servicing,2023-09-15,80.84,58.6,587.11,3.38,Windy,Equipment_D,4,11.55,0,2023-01-01 18:38:00,2
C-004,Aircraft and Passenger Operations,2023-06-07,48.71,12.2,549.16,3.83,Sunny,Equipment_C,2,15.04,0,2023-01-01 03:52:00,3
C-005,Aircraft Servicing,2023-09-18,75.34,49.86,562.96,3.43,Sunny,Equipment_D,8,14.41,1,2023-01-01 01:51:00,1
C-006,Aircraft and Passenger Operations,2023-09-19,97.37,27.27,582.0,6.35,Rainy,Equipment_A,5,8.57,1,2023-01-01 16:23:00,4
C-007,Aircraft Servicing,2023-10-12,87.57,59.34,502.23,9.0,Cloudy,Equipment_C,3,4.74,1,2023-01-01 01:53:00,2
C-008,Safety and Maintenance Support,2023-10-16,33.56,17.69,577.53,2.36,Rainy,Equipment_A,9,9.17,0,2023-01-01 04:12:00,2
C-009,Aircraft Servicing,2023-10-30,28.15,10.6,582.58,3.17,Windy,Equipment_B,8,1.24,1,2023-01-01 08:15:00,2
C-010,Aircraft Servicing,2023-01-08,34.58,45.77,535.75,9.14,Windy,Equipment_A,1,18.48,0,2023-01-01 21:02:00,2
C-011,Communication and Coordination,2023-03-13,91.11,36.88,555.54,9.96,Rainy,Equipment_B,9,4.52,0,2023-01-01 06:57:00,1
C-012,Emergency and Contingency Tasks,2023-08-13,106.69,6.3,538.49,3.79,Sunny,Equipment_C,1,13.3,0,2023-01-01 11:04:00,2
C-013,Baggage and Cargo Handling,2023-09-26,39.8,54.84,522.85,7.15,Cloudy,Equipment_C,2,8.36,0,2023-01-01 07:22:00,3
C-014,Equipment Operation and Maintenance,2023-03-02,79.82,34.44,525.84,5.81,Cloudy,Equipment_C,1,9.46,0,2023-01-01 07:18:00,3
C-015,Emergency and Contingency Tasks,2023-12-09,21.3,42.26,528.66,2.08,Cloudy,Equipment_A,5,4.23,0,2023-01-01 06:41:00,3
C-016,Aircraft Servicing,2023-04-12,108.91,24.98,543.79,1.4,Windy,Equipment_D,2,5.35,1,2023-01-01 16:57:00,1
C-017,Emergency and Contingency Tasks,2023-08-16,105.49,25.21,587.07,8.49,Rainy,Equipment_C,2,13.81,0,2023-01-01 14:40:00,2
C-018,Communication and Coordination,2023-04-28,88.53,40.89,487.8,3.91,Rainy,Equipment_C,5,13.88,1,2023-01-01 07:02:00,2
C-019,Aircraft Servicing,2023-06-20,31.42,32.76,525.36,3.95,Cloudy,Equipment_B,6,14.13,0,2023-01-01 07:14:00,4
C-020,Emergency and Contingency Tasks,2023-09-01,68.76,6.89,501.01,2.99,Sunny,Equipment_D,3,11.6,0,2023-01-01 21:27:00,1
C-021,Baggage and Cargo Handling,2023-12-26,20.91,28.2,536.59,2.78,Windy,Equipment_D,4,3.3,0,2023-01-01 05:25:00,1
C-022,Communication and Coordination,2023-11-25,71.21,8.72,496.54,3.4,Rainy,Equipment_D,8,15.5,0,2023-01-01 03:23:00,4
C-023,Equipment Operation and Maintenance,2023-12-25,38.94,8.96,497.47,8.74,Sunny,Equipment_B,3,4.73,0,2023-01-01 09:35:00,1
C-024,Equipment Operation and Maintenance,2023-11-20,114.71,53.19,555.26,3.42,Sunny,Equipment_C,9,17.44,0,2023-01-01 00:41:00,1
C-025,Baggage and Cargo Handling,2023-10-02,80.6,35.6,556.96,9.39,Cloudy,Equipment_D,9,13.12,0,2023-01-01 20:40:00,3
C-026,Emergency and Contingency Tasks,2023-04-03,60.59,21.16,522.74,8.6,Windy,Equipment_C,8,13.67,0,2023-01-01 02:27:00,1
C-027,Safety and Maintenance Support,2023-03-12,109.98,43.23,534.2,4.57,Cloudy,Equipment_B,5,15.72,0,2023-01-01 20:35:00,4
C-028,Emergency and Contingency Tasks,2023-05-03,36.74,54.91,544.78,5.76,Sunny,Equipment_B,7,11.89,0,2023-01-01 15:11:00,2
C-029,Equipment Operation and Maintenance,2023-05-25,73.06,35.04,519.7,7.8,Cloudy,Equipment_B,6,17.36,0,2023-01-01 20:43:00,1
C-030,Safety and Maintenance Support,2023-04-27,17.1,16.17,573.69,5.46,Windy,Equipment_D,5,3.73,1,2023-01-01 21:49:00,3
C-031,Aircraft Servicing,2023-04-11,49.37,25.26,540.77,9.54,Windy,Equipment_D,1,7.94,1,2023-01-01 13:58:00,1
C-032,Communication and Coordination,2023-10-14,69.48,9.57,581.22,4.6,Rainy,Equipment_A,6,14.15,1,2023-01-01 03:35:00,2
C-033,Aircraft Servicing,2023-04-29,83.93,24.91,510.56,6.94,Cloudy,Equipment_A,7,5.57,0,2023-01-01 02:28:00,2
C-034,Emergency and Contingency Tasks,2023-04-17,43.52,53.43,535.92,1.06,Sunny,Equipment_D,5,13.88,1,2023-01-01 14:31:00,2
C-035,Aircraft Servicing,2023-01-17,50.59,16.67,549.06,9.91,Windy,Equipment_C,9,1.12,0,2023-01-01 12:43:00,4
C-036,Communication and Coordination,2023-07-30,114.82,58.27,571.87,7.68,Cloudy,Equipment_A,7,1.3,1,2023-01-01 04:08:00,2
C-037,Baggage and Cargo Handling,2023-11-06,28.02,52.56,564.18,3.56,Rainy,Equipment_A,6,18.6,0,2023-01-01 14:55:00,4
C-038,Communication and Coordination,2023-04-25,78.45,44.02,578.67,3.47,Cloudy,Equipment_C,9,2.72,1,2023-01-01 17:40:00,1
C-039,Safety and Maintenance Support,2023-05-19,31.49,40.96,513.45,9.58,Sunny,Equipment_D,2,7.41,1,2023-01-01 14:00:00,1
C-040,Equipment Operation and Maintenance,2023-03-20,115.06,37.22,494.12,2.34,Rainy,Equipment_A,8,1.62,1,2023-01-01 17:39:00,4
C-041,Safety and Maintenance Support,2023-08-08,80.19,52.54,563.05,7.9,Rainy,Equipment_C,6,10.67,0,2023-01-01 11:10:00,1
C-042,Baggage and Cargo Handling,2023-04-21,67.95,43.26,502.19,8.13,Windy,Equipment_B,8,16.06,0,2023-01-01 15:23:00,2
C-043,Safety and Maintenance Support,2023-07-30,116.3,22.1,556.01,8.82,Rainy,Equipment_D,1,17.18,1,2023-01-01 15:28:00,1
C-044,Emergency and Contingency Tasks,2023-07-11,29.27,20.63,510.76,4.9,Sunny,Equipment_D,4,4.11,0,2023-01-01 21:13:00,2
C-045,Safety and Maintenance Support,2023-06-21,35.19,13.93,569.54,2.53,Sunny,Equipment_C,3,1.61,0,2023-01-01 05:32:00,4
C-046,Communication and Coordination,2023-09-01,12.17,44.2,544.36,5.22,Rainy,Equipment_D,5,17.14,0,2023-01-01 09:54:00,4
C-047,Communication and Coordination,2023-09-02,34.02,9.47,542.58,8.96,Sunny,Equipment_C,1,3.92,1,2023-01-01 21:17:00,3
C-048,Baggage and Cargo Handling,2023-06-22,66.06,19.73,521.94,1.55,Cloudy,Equipment_D,9,10.16,0,2023-01-01 03:40:00,1
